Date,Day,Time,Customer ID,Name,Age,Gender,Mail ID,Product bought,Size,Sub-category,Category,Actual Price (INR),Discount Percentage,Discount Type,Payment mode,Review,Returned Status,Discount Amount,Revenue,Year,Month,Discount Applied
2024-06-27,Thursday,19:13:00,CUST0089,Vidur Ratti,25.0,Female,vidurratti2589@gmail.com,Dri-FIT T-shirt,Free,Casual tshirt,Tshirts,2300.0,0.0,NoDiscount,UPI,Not as expected,Kept,0.0,2300.0,2024,6,No
2024-11-09,Saturday,19:55:00,CUST0400,Mehul Manne,34.0,Male,mehulmanne34400@gmail.com,Sportswear Club Fleece T-shirt,XL,Casual tshirt,Tshirts,2200.0,0.0,NoDiscount,CARD,Stitching quality is poor,Kept,0.0,2200.0,2024,11,No
2024-09-30,Monday,12:43:00,CUST0276,Renee Jayaraman,40.0,Male,reneejayaraman40276@gmail.com,Hoodie,XXL,Outerwear,Jackets,3000.0,0.0,NoDiscount,UPI,Could be better,Kept,0.0,3000.0,2024,9,No
2024-06-03,Monday,17:02:00,CUST0198,Aayush Randhawa,60.0,Male,aayushrandhawa60198@gmail.com,Sandals,XXL,Footwear,Shoes,5800.0,35.0,Clearance,CASH,Excellent product!,Kept,2029.9999999999998,3770.0,2024,6,Yes
2024-01-18,Thursday,17:13:00,CUST0065,Pranay Basu,25.0,Female,pranaybasu2565@gmail.com,Socks,XXL,Accessories,Accessories,1000.0,0.0,NoDiscount,UPI,"Loved it, will buy again",Kept,0.0,1000.0,2024,1,No
2024-05-10,Friday,14:01:00,CUST0432,Indrajit Sanghvi,47.0,Male,indrajitsanghvi47432@gmail.com,Joggers,XXL,Bottomwear,Jeans,2200.0,0.0,NoDiscount,CASH,Could be better,Kept,0.0,2200.0,2024,5,No
2024-03-15,Friday,21:47:00,CUST0078,Arhaan Bali,21.0,Male,arhaanbali2178@gmail.com,Skinny Jeans,S,Bottomwear,Jeans,1600.0,37.0,SummerSale,CARD,Too tight around shoulders,Return,592.0,1008.0,2024,3,Yes
2024-02-06,Tuesday,21:16:00,CUST0154,Adira Loyal,41.0,Male,adiraloyal41154@gmail.com,Sportswear Club Fleece T-shirt,XXL,Casual tshirt,Tshirts,2000.0,20.0,ValentineDayOffer,CARD,Not as expected,Return,400.0,1600.0,2024,2,Yes
2024-02-09,Friday,13:52:00,CUST0145,Reyansh Kalla,43.0,Female,reyanshkalla43145@gmail.com,Skinny Jeans,XXL,Bottomwear,Jeans,2500.0,0.0,NoDiscount,CARD,Material feels cheap,Kept,0.0,2500.0,2024,2,No
2024-04-11,Thursday,18:44:00,CUST0435,Umang Krish,43.0,Male,umangkrish43435@gmail.com,Hoodie,S,Outerwear,Jackets,4700.0,0.0,NoDiscount,CASH,Excellent product!,Kept,0.0,4700.0,2024,4,No
2024-11-11,Monday,21:31:00,CUST0336,Sahil Handa,29.0,Female,sahilhanda29336@gmail.com,Skinny Jeans,S,Bottomwear,Jeans,2000.0,0.0,NoDiscount,CARD,Superb fit and feel,Kept,0.0,2000.0,2024,11,No
2024-10-21,Monday,17:56:00,CUST0398,Kimaya Kapadia,36.0,Female,kimayakapadia36398@gmail.com,Hoodie,Free,Outerwear,Jackets,3800.0,43.0,DiwaliOffer,CASH,"Loved it, will buy again",Kept,1634.0,2166.0,2024,10,Yes
2024-10-03,Thursday,14:19:00,CUST0125,Tushar Rama,42.0,Male,tusharrama42125@gmail.com,ACG T-shirt,M,Casual tshirt,Tshirts,2000.0,31.0,DiwaliOffer,CASH,Size runs a bit small,Kept,620.0,1380.0,2024,10,Yes
2024-05-09,Thursday,18:50:00,CUST0312,Raunak Balay,37.0,Male,raunakbalay37312@gmail.com,Hoodie,L,Outerwear,Jackets,3300.0,0.0,NoDiscount,CASH,Too tight around shoulders,Kept,0.0,3300.0,2024,5,No
2024-05-18,Saturday,15:09:00,CUST0285,Darshit Sahni,26.0,Female,darshitsahni26285@gmail.com,Skinny Jeans,XL,Bottomwear,Jeans,2200.0,28.0,SummerSale,CARD,Perfect for daily wear,Kept,616.0000000000001,1584.0,2024,5,Yes
2024-11-12,Tuesday,16:34:00,CUST0416,Kimaya Gara,19.0,Female,kimayagara19416@gmail.com,Slim Fit Shirt,L,Formal shirts,Shirts,2300.0,0.0,NoDiscount,CASH,Material feels cheap,Kept,0.0,2300.0,2024,11,No
2024-02-05,Monday,13:00:00,CUST0453,Zoya Dugal,50.0,Female,zoyadugal50453@gmail.com,Academy T-shirt,M,Casual tshirt,Tshirts,2100.0,16.0,ValentineDayOffer,CASH,Fits well and comfortable,Kept,336.0,1764.0,2024,2,Yes
2024-11-04,Monday,16:44:00,CUST0006,Yakshit Rout,23.0,Male,yakshitrout236@gmail.com,Barcelona T-shirt,S,Casual tshirt,Tshirts,2500.0,0.0,NoDiscount,CASH,Very stylish,Return,0.0,2500.0,2024,11,No
2024-09-21,Saturday,17:07:00,CUST0337,Jayant Warrior,31.0,Female,jayantwarrior31337@gmail.com,ACG T-shirt,XXL,Casual tshirt,Tshirts,1600.0,0.0,NoDiscount,CARD,Not as expected,Kept,0.0,1600.0,2024,9,No
2024-12-08,Sunday,15:07:00,CUST0025,Tarini Thaker,54.0,Female,tarinithaker5425@gmail.com,Hoodie,L,Outerwear,Jackets,3200.0,0.0,NoDiscount,UPI,Size runs a bit small,Kept,0.0,3200.0,2024,12,No
2024-05-02,Thursday,20:03:00,CUST0274,Vanya Buch,54.0,Male,vanyabuch54274@gmail.com,Wristband,S,Accessories,Accessories,1400.0,0.0,NoDiscount,CASH,Perfect for daily wear,Kept,0.0,1400.0,2024,5,No
2024-06-10,Monday,21:06:00,CUST0143,Yakshit Rattan,60.0,Male,yakshitrattan60143@gmail.com,Pro T-shirt,Free,Casual tshirt,Tshirts,1400.0,49.0,Clearance,UPI,Not as expected,Kept,686.0,714.0,2024,6,Yes
2024-08-13,Tuesday,21:11:00,CUST0153,Ishita Dhawan,22.0,Female,ishitadhawan22153@gmail.com,Running Shoes,S,Footwear,Shoes,4900.0,0.0,NoDiscount,UPI,Excellent product!,Kept,0.0,4900.0,2024,8,No
2024-06-29,Saturday,16:55:00,CUST0176,Faiyaz Kothari,25.0,Male,faiyazkothari25176@gmail.com,Sportswear T-shirt,M,Casual tshirt,Tshirts,2000.0,0.0,NoDiscount,CARD,Fits well and comfortable,Kept,0.0,2000.0,2024,6,No
2024-04-05,Friday,17:31:00,CUST0310,Bhamini Cheema,28.0,Male,bhaminicheema28310@gmail.com,Formal White Shirt,XL,Formal shirts,Shirts,2500.0,0.0,NoDiscount,CASH,Too tight around shoulders,Kept,0.0,2500.0,2024,4,No
2024-09-18,Wednesday,14:25:00,CUST0167,Himmat Tandon,50.0,Female,himmattandon50167@gmail.com,Tech Fleece T-shirt,XL,Casual tshirt,Tshirts,1600.0,0.0,NoDiscount,UPI,Perfect for daily wear,Exchange,0.0,1600.0,2024,9,No
2024-03-25,Monday,18:35:00,CUST0366,Suhana Bala,52.0,Male,suhanabala52366@gmail.com,Skinny Jeans,L,Bottomwear,Jeans,1700.0,36.0,SummerSale,CARD,Size runs a bit small,Kept,612.0,1088.0,2024,3,Yes
2024-08-09,Friday,17:58:00,CUST0202,Anay Ghosh,59.0,Female,anayghosh59202@gmail.com,Rain Jacket,XL,Outerwear,Jackets,3800.0,0.0,NoDiscount,CARD,Could be better,Kept,0.0,3800.0,2024,8,No
2024-10-01,Tuesday,17:10:00,CUST0034,Vihaan Bora,60.0,Male,vihaanbora6034@gmail.com,Belt,L,Accessories,Accessories,1100.0,0.0,NoDiscount,UPI,Fits well and comfortable,Kept,0.0,1100.0,2024,10,No
2024-12-08,Sunday,13:43:00,CUST0391,Suhana Ghosh,28.0,Male,suhanaghosh28391@gmail.com,Academy T-shirt,XXL,Casual tshirt,Tshirts,1900.0,0.0,NoDiscount,UPI,Could be better,Kept,0.0,1900.0,2024,12,No
2024-03-26,Tuesday,13:10:00,CUST0142,Nirvi Deshpande,34.0,Female,nirvideshpande34142@gmail.com,Bomber Jacket,XL,Outerwear,Jackets,4800.0,24.0,SummerSale,UPI,Could be better,Kept,1152.0,3648.0,2024,3,Yes
2024-09-03,Tuesday,17:08:00,CUST0216,Prisha Rout,22.0,Female,prisharout22216@gmail.com,Total 90 T-shirt,Free,Casual tshirt,Tshirts,2100.0,0.0,NoDiscount,CASH,"Good quality, worth the price",Kept,0.0,2100.0,2024,9,No
2024-07-12,Friday,21:46:00,CUST0342,Arnav Shah,23.0,Male,arnavshah23342@gmail.com,Dri-FIT T-shirt,XXL,Casual tshirt,Tshirts,2500.0,0.0,NoDiscount,CARD,Not as expected,Return,0.0,2500.0,2024,7,No
2024-08-12,Monday,21:47:00,CUST0166,Mahika Comar,58.0,Male,mahikacomar58166@gmail.com,Pro T-shirt,Free,Casual tshirt,Tshirts,1900.0,0.0,NoDiscount,CASH,"Loved it, will buy again",Kept,0.0,1900.0,2024,8,No
2024-11-21,Thursday,18:30:00,CUST0028,Damini Hans,36.0,Male,daminihans3628@gmail.com,Sportswear Club Fleece T-shirt,M,Casual tshirt,Tshirts,1500.0,0.0,NoDiscount,CASH,Material feels cheap,Kept,0.0,1500.0,2024,11,No
2024-01-19,Friday,11:21:00,CUST0186,Darshit Anand,33.0,Male,darshitanand33186@gmail.com,Total 90 T-shirt,L,Casual tshirt,Tshirts,2100.0,0.0,NoDiscount,UPI,"Good quality, worth the price",Kept,0.0,2100.0,2024,1,No
2024-04-22,Monday,19:42:00,CUST0472,Indrans Sundaram,20.0,Female,indranssundaram20472@gmail.com,Sneakers,XXL,Footwear,Shoes,4000.0,29.0,SummerSale,UPI,Excellent product!,Kept,1160.0,2840.0,2024,4,Yes
2024-05-10,Friday,10:46:00,CUST0320,Madhup Sehgal,22.0,Female,madhupsehgal22320@gmail.com,Socks,L,Accessories,Accessories,900.0,31.0,SummerSale,CARD,Size runs a bit small,Kept,279.0,621.0,2024,5,Yes
2024-12-16,Monday,13:37:00,CUST0335,Tara Upadhyay,49.0,Male,taraupadhyay49335@gmail.com,Running Shoes,Free,Footwear,Shoes,2700.0,0.0,NoDiscount,CASH,Material feels cheap,Exchange,0.0,2700.0,2024,12,No
2024-10-02,Wednesday,20:04:00,CUST0316,Parinaaz Raju,56.0,Female,parinaazraju56316@gmail.com,Academy T-shirt,XL,Casual tshirt,Tshirts,2000.0,50.0,DiwaliOffer,CARD,Material feels cheap,Kept,1000.0,1000.0,2024,10,Yes
2024-07-19,Friday,20:55:00,CUST0099,Tara Rao,35.0,Male,tararao3599@gmail.com,Academy T-shirt,S,Casual tshirt,Tshirts,1600.0,62.0,Clearance,CARD,Excellent product!,Kept,992.0,608.0,2024,7,Yes
2024-08-08,Thursday,16:14:00,CUST0209,Kiaan Malhotra,40.0,Female,kiaanmalhotra40209@gmail.com,Pro T-shirt,XXL,Casual tshirt,Tshirts,2300.0,0.0,NoDiscount,UPI,Excellent product!,Kept,0.0,2300.0,2024,8,No
2024-06-18,Tuesday,15:29:00,CUST0375,Advika Grewal,34.0,Male,advikagrewal34375@gmail.com,Denim Jacket,S,Outerwear,Jackets,2000.0,40.0,Clearance,UPI,"Loved it, will buy again",Kept,800.0,1200.0,2024,6,Yes
2024-06-09,Sunday,17:37:00,CUST0050,Samar Bansal,53.0,Male,samarbansal5350@gmail.com,Cargo Pants,M,Bottomwear,Jeans,2100.0,0.0,NoDiscount,CASH,Fits well and comfortable,Kept,0.0,2100.0,2024,6,No
2024-10-31,Thursday,14:03:00,CUST0138,Nirvi Sant,25.0,Female,nirvisant25138@gmail.com,Dri-FIT T-shirt,M,Casual tshirt,Tshirts,2300.0,0.0,NoDiscount,CARD,Fits well and comfortable,Kept,0.0,2300.0,2024,10,No
2024-05-03,Friday,18:32:00,CUST0138,Nirvi Sant,25.0,Female,nirvisant25138@gmail.com,Sportswear Club Fleece T-shirt,M,Casual tshirt,Tshirts,1900.0,0.0,NoDiscount,CASH,Perfect for daily wear,Kept,0.0,1900.0,2024,5,No
2024-06-13,Thursday,20:35:00,CUST0216,Prisha Rout,22.0,Female,prisharout22216@gmail.com,Sports Shoes,S,Footwear,Shoes,4900.0,0.0,NoDiscount,UPI,Too tight around shoulders,Return,0.0,4900.0,2024,6,No
2024-04-15,Monday,16:53:00,CUST0490,Aaina Sarna,32.0,Female,aainasarna32490@gmail.com,Sandals,XL,Footwear,Shoes,4600.0,0.0,NoDiscount,CARD,Material feels cheap,Kept,0.0,4600.0,2024,4,No
2024-09-18,Wednesday,19:04:00,CUST0033,Parinaaz Baria,40.0,Female,parinaazbaria4033@gmail.com,Wristband,L,Accessories,Accessories,1300.0,0.0,NoDiscount,CASH,Material feels cheap,Kept,0.0,1300.0,2024,9,No
2024-10-24,Thursday,18:18:00,CUST0259,Samar Chad,58.0,Female,samarchad58259@gmail.com,Repel T-shirt,L,Casual tshirt,Tshirts,1900.0,48.0,DiwaliOffer,CASH,Fits well and comfortable,Return,912.0,988.0,2024,10,Yes
2024-06-14,Friday,20:15:00,CUST0089,Vidur Ratti,25.0,Female,vidurratti2589@gmail.com,Cargo Pants,M,Bottomwear,Jeans,2300.0,58.0,Clearance,UPI,Excellent product!,Kept,1334.0,966.0,2024,6,Yes
2024-05-26,Sunday,20:35:00,CUST0485,Aniruddh Bala,39.0,Male,aniruddhbala39485@gmail.com,Tech Fleece T-shirt,M,Casual tshirt,Tshirts,2100.0,0.0,NoDiscount,CARD,Too tight around shoulders,Kept,0.0,2100.0,2024,5,No
2024-02-01,Thursday,20:57:00,CUST0056,Prisha Singh,25.0,Male,prishasingh2556@gmail.com,Joggers,Free,Bottomwear,Jeans,3000.0,0.0,NoDiscount,UPI,Very stylish,Kept,0.0,3000.0,2024,2,No
2024-02-19,Monday,20:39:00,CUST0201,Urvi Wali,35.0,Male,urviwali35201@gmail.com,Skinny Jeans,S,Bottomwear,Jeans,1900.0,25.0,ValentineDayOffer,CASH,Size runs a bit small,Kept,475.0,1425.0,2024,2,Yes
2024-03-17,Sunday,11:13:00,CUST0368,Kiara Setty,21.0,Male,kiarasetty21368@gmail.com,Barcelona T-shirt,M,Casual tshirt,Tshirts,1800.0,0.0,NoDiscount,CARD,Excellent product!,Kept,0.0,1800.0,2024,3,No
2024-01-14,Sunday,17:49:00,CUST0352,Dharmajan Tripathi,45.0,Female,dharmajantripathi45352@gmail.com,Slim Fit Shirt,S,Formal shirts,Shirts,2100.0,41.0,NewYearSale,UPI,"Good quality, worth the price",Kept,861.0,1239.0,2024,1,Yes
2024-02-16,Friday,19:47:00,CUST0211,Nitya Karpe,42.0,Male,nityakarpe42211@gmail.com,Socks,S,Accessories,Accessories,1600.0,0.0,NoDiscount,UPI,Could be better,Kept,0.0,1600.0,2024,2,No
2024-05-28,Tuesday,18:50:00,CUST0173,Anya Mangat,28.0,Female,anyamangat28173@gmail.com,Sandals,S,Footwear,Shoes,3300.0,32.0,SummerSale,UPI,Too tight around shoulders,Kept,1056.0,2244.0,2024,5,Yes
2024-12-03,Tuesday,12:30:00,CUST0198,Aayush Randhawa,60.0,Male,aayushrandhawa60198@gmail.com,Joggers,XXL,Bottomwear,Jeans,1600.0,0.0,NoDiscount,CASH,Stitching quality is poor,Exchange,0.0,1600.0,2024,12,No
2024-02-15,Thursday,12:58:00,CUST0132,Krish Gupta,21.0,Male,krishgupta21132@gmail.com,Skinny Jeans,L,Bottomwear,Jeans,2000.0,0.0,NoDiscount,CARD,Stitching quality is poor,Kept,0.0,2000.0,2024,2,No
2024-02-28,Wednesday,13:19:00,CUST0102,Indrans Gopal,33.0,Female,indransgopal33102@gmail.com,Sneakers,L,Footwear,Shoes,6100.0,25.0,ValentineDayOffer,UPI,Not as expected,Kept,1525.0,4575.0,2024,2,Yes
2024-12-17,Tuesday,18:44:00,CUST0241,Umang Varghese,47.0,Male,umangvarghese47241@gmail.com,Repel T-shirt,XL,Casual tshirt,Tshirts,1900.0,0.0,NoDiscount,CASH,Not as expected,Kept,0.0,1900.0,2024,12,No
2024-03-06,Wednesday,12:07:00,CUST0134,Nitara Jaggi,21.0,Male,nitarajaggi21134@gmail.com,Pro T-shirt,XXL,Casual tshirt,Tshirts,1300.0,21.0,SummerSale,CARD,Colour faded after wash,Exchange,273.0,1027.0,2024,3,Yes
2024-01-21,Sunday,12:37:00,CUST0143,Yakshit Rattan,60.0,Male,yakshitrattan60143@gmail.com,Hoodie,M,Outerwear,Jackets,3900.0,21.0,NewYearSale,CARD,Perfect for daily wear,Kept,819.0,3081.0,2024,1,Yes
2024-12-30,Monday,11:24:00,CUST0328,Eshani Warrior,47.0,Female,eshaniwarrior47328@gmail.com,Cargo Pants,L,Bottomwear,Jeans,1700.0,0.0,NoDiscount,CARD,Colour faded after wash,Kept,0.0,1700.0,2024,12,No
2024-10-29,Tuesday,10:09:00,CUST0484,Miraan Sem,59.0,Female,miraansem59484@gmail.com,Jordan Brand T-shirt,M,Casual tshirt,Tshirts,1600.0,38.0,DiwaliOffer,UPI,Material feels cheap,Exchange,608.0,992.0,2024,10,Yes
2024-04-29,Monday,19:56:00,CUST0301,Rania Salvi,19.0,Male,raniasalvi19301@gmail.com,Denim Jacket,XL,Outerwear,Jackets,2200.0,0.0,NoDiscount,CARD,Size runs a bit small,Exchange,0.0,2200.0,2024,4,No
2024-09-04,Wednesday,12:54:00,CUST0038,Mahika Choudhury,28.0,Male,mahikachoudhury2838@gmail.com,Joggers,XXL,Bottomwear,Jeans,2900.0,0.0,NoDiscount,UPI,Perfect for daily wear,Kept,0.0,2900.0,2024,9,No
2024-09-02,Monday,14:20:00,CUST0037,Kabir Agrawal,52.0,Male,kabiragrawal5237@gmail.com,Sports Shoes,S,Footwear,Shoes,3600.0,0.0,NoDiscount,UPI,Fits well and comfortable,Kept,0.0,3600.0,2024,9,No
2024-05-07,Tuesday,14:51:00,CUST0475,Tarini Bhardwaj,49.0,Male,tarinibhardwaj49475@gmail.com,Tech Fleece T-shirt,XL,Casual tshirt,Tshirts,1200.0,0.0,NoDiscount,CASH,Perfect for daily wear,Kept,0.0,1200.0,2024,5,No
2024-07-19,Friday,15:52:00,CUST0148,Yasmin Gola,22.0,Female,yasmingola22148@gmail.com,Running Shoes,L,Footwear,Shoes,5900.0,0.0,NoDiscount,CARD,Superb fit and feel,Kept,0.0,5900.0,2024,7,No
2024-03-18,Monday,13:52:00,CUST0046,Seher Dua,31.0,Female,seherdua3146@gmail.com,Jordan Brand T-shirt,S,Casual tshirt,Tshirts,1700.0,36.0,SummerSale,CASH,"Loved it, will buy again",Kept,612.0,1088.0,2024,3,Yes
2024-02-09,Friday,12:54:00,CUST0299,Aarav Chhabra,59.0,Male,aaravchhabra59299@gmail.com,Skinny Jeans,L,Bottomwear,Jeans,2700.0,24.0,ValentineDayOffer,UPI,Not as expected,Kept,648.0,2052.0,2024,2,Yes
2024-10-20,Sunday,17:55:00,CUST0311,Ojas Lata,24.0,Female,ojaslata24311@gmail.com,Sports Shoes,XL,Footwear,Shoes,4300.0,0.0,NoDiscount,UPI,Too tight around shoulders,Kept,0.0,4300.0,2024,10,No
2024-05-23,Thursday,15:38:00,CUST0324,Neelofar Gole,58.0,Female,neelofargole58324@gmail.com,Denim Jacket,XL,Outerwear,Jackets,4100.0,0.0,NoDiscount,CARD,"Good quality, worth the price",Exchange,0.0,4100.0,2024,5,No
2024-05-06,Monday,13:29:00,CUST0133,Chirag Dara,50.0,Female,chiragdara50133@gmail.com,Repel T-shirt,S,Casual tshirt,Tshirts,2200.0,0.0,NoDiscount,UPI,Could be better,Kept,0.0,2200.0,2024,5,No
2024-09-10,Tuesday,20:04:00,CUST0007,Yuvaan Vig,32.0,Male,yuvaanvig327@gmail.com,Dri-FIT T-shirt,XXL,Casual tshirt,Tshirts,1700.0,0.0,NoDiscount,UPI,Excellent product!,Kept,0.0,1700.0,2024,9,No
2024-01-16,Tuesday,19:25:00,CUST0482,Jivika Char,34.0,Female,jivikachar34482@gmail.com,Total 90 T-shirt,XL,Casual tshirt,Tshirts,1600.0,37.0,NewYearSale,CARD,Perfect for daily wear,Kept,592.0,1008.0,2024,1,Yes
2024-11-15,Friday,20:10:00,CUST0125,Tushar Rama,42.0,Male,tusharrama42125@gmail.com,Tech Fleece T-shirt,XXL,Casual tshirt,Tshirts,2200.0,0.0,NoDiscount,CASH,"Good quality, worth the price",Kept,0.0,2200.0,2024,11,No
2024-06-15,Saturday,20:53:00,CUST0338,Hrishita Dyal,34.0,Female,hrishitadyal34338@gmail.com,Joggers,L,Bottomwear,Jeans,2300.0,0.0,NoDiscount,CASH,Too tight around shoulders,Kept,0.0,2300.0,2024,6,No
2024-02-27,Tuesday,13:49:00,CUST0353,Ivan Sastry,40.0,Female,ivansastry40353@gmail.com,Academy T-shirt,XL,Casual tshirt,Tshirts,2200.0,19.0,ValentineDayOffer,CARD,Superb fit and feel,Kept,418.0,1782.0,2024,2,Yes
2024-04-30,Tuesday,16:34:00,CUST0305,Aaina Sridhar,48.0,Male,aainasridhar48305@gmail.com,Skinny Jeans,XXL,Bottomwear,Jeans,2600.0,0.0,NoDiscount,CARD,Superb fit and feel,Kept,0.0,2600.0,2024,4,No
2024-03-15,Friday,21:34:00,CUST0156,Kismat Thakkar,52.0,Female,kismatthakkar52156@gmail.com,ACG T-shirt,Free,Casual tshirt,Tshirts,1500.0,0.0,NoDiscount,CASH,Perfect for daily wear,Kept,0.0,1500.0,2024,3,No
2024-08-03,Saturday,20:17:00,CUST0135,Pihu Deshmukh,29.0,Male,pihudeshmukh29135@gmail.com,Checked Shirt,XL,Formal shirts,Shirts,3400.0,0.0,NoDiscount,CASH,Not as expected,Kept,0.0,3400.0,2024,8,No
2024-02-15,Thursday,12:25:00,CUST0298,Jayesh Deshpande,40.0,Male,jayeshdeshpande40298@gmail.com,Repel T-shirt,L,Casual tshirt,Tshirts,1600.0,0.0,NoDiscount,CASH,Material feels cheap,Kept,0.0,1600.0,2024,2,No
2024-03-03,Sunday,14:32:00,CUST0433,Indrans Sengupta,38.0,Male,indranssengupta38433@gmail.com,Total 90 T-shirt,S,Casual tshirt,Tshirts,1300.0,23.0,SummerSale,UPI,Too tight around shoulders,Kept,299.0,1001.0,2024,3,Yes
2024-10-05,Saturday,12:19:00,CUST0473,Jivin Anand,48.0,Female,jivinanand48473@gmail.com,Running Shoes,S,Footwear,Shoes,2800.0,32.0,DiwaliOffer,UPI,Excellent product!,Kept,896.0,1904.0,2024,10,Yes
2024-01-16,Tuesday,20:56:00,CUST0052,Divij Deol,55.0,Female,divijdeol5552@gmail.com,Sportswear T-shirt,XXL,Casual tshirt,Tshirts,2000.0,0.0,NoDiscount,CARD,Fits well and comfortable,Kept,0.0,2000.0,2024,1,No
2024-06-23,Sunday,15:40:00,CUST0077,Hiran Zacharia,37.0,Female,hiranzacharia3777@gmail.com,Tech Fleece T-shirt,L,Casual tshirt,Tshirts,1400.0,0.0,NoDiscount,UPI,Very stylish,Kept,0.0,1400.0,2024,6,No
2024-05-10,Friday,20:49:00,CUST0472,Indrans Sundaram,20.0,Female,indranssundaram20472@gmail.com,Cap,XL,Accessories,Accessories,1100.0,40.0,SummerSale,UPI,Not as expected,Kept,440.0,660.0,2024,5,Yes
2024-12-12,Thursday,14:43:00,CUST0368,Kiara Setty,21.0,Male,kiarasetty21368@gmail.com,Tech Fleece T-shirt,XXL,Casual tshirt,Tshirts,1700.0,0.0,NoDiscount,CASH,Fits well and comfortable,Kept,0.0,1700.0,2024,12,No
2024-01-04,Thursday,20:05:00,CUST0441,Pranay Mandal,21.0,Female,pranaymandal21441@gmail.com,Cargo Pants,Free,Bottomwear,Jeans,3000.0,0.0,NoDiscount,UPI,Not as expected,Exchange,0.0,3000.0,2024,1,No
2024-07-11,Thursday,19:30:00,CUST0101,Hridaan Magar,54.0,Male,hridaanmagar54101@gmail.com,Bomber Jacket,Free,Outerwear,Jackets,2300.0,58.0,Clearance,CARD,Superb fit and feel,Return,1334.0,966.0,2024,7,Yes
2024-07-18,Thursday,19:14:00,CUST0293,Vedika Borde,39.0,Female,vedikaborde39293@gmail.com,Checked Shirt,S,Formal shirts,Shirts,3400.0,0.0,NoDiscount,CARD,"Loved it, will buy again",Kept,0.0,3400.0,2024,7,No
2024-10-26,Saturday,13:01:00,CUST0350,Riaan Sarraf,60.0,Female,riaansarraf60350@gmail.com,Sports Shoes,XL,Footwear,Shoes,5600.0,27.0,DiwaliOffer,CARD,Colour faded after wash,Kept,1512.0,4088.0,2024,10,Yes
2024-07-29,Monday,19:50:00,CUST0340,Shaan Hayre,53.0,Female,shaanhayre53340@gmail.com,Dri-FIT T-shirt,M,Casual tshirt,Tshirts,1600.0,46.0,Clearance,CARD,Excellent product!,Kept,736.0,864.0,2024,7,Yes
2024-08-30,Friday,19:02:00,CUST0204,Damini Tak,19.0,Female,daminitak19204@gmail.com,Sportswear Club Fleece T-shirt,M,Casual tshirt,Tshirts,2300.0,0.0,NoDiscount,CASH,Size runs a bit small,Kept,0.0,2300.0,2024,8,No
2024-06-20,Thursday,20:07:00,CUST0007,Yuvaan Vig,32.0,Male,yuvaanvig327@gmail.com,Pro T-shirt,XXL,Casual tshirt,Tshirts,2400.0,0.0,NoDiscount,CARD,Size runs a bit small,Kept,0.0,2400.0,2024,6,No
2024-10-21,Monday,14:08:00,CUST0291,Umang Lata,38.0,Female,umanglata38291@gmail.com,Running Shoes,Free,Footwear,Shoes,5600.0,0.0,NoDiscount,CASH,"Good quality, worth the price",Kept,0.0,5600.0,2024,10,No
2024-03-27,Wednesday,17:00:00,CUST0126,Raunak Balakrishnan,47.0,Female,raunakbalakrishnan47126@gmail.com,Sportswear T-shirt,Free,Casual tshirt,Tshirts,2500.0,0.0,NoDiscount,CASH,Material feels cheap,Kept,0.0,2500.0,2024,3,No
2024-05-25,Saturday,18:20:00,CUST0225,Hrishita Bahl,29.0,Female,hrishitabahl29225@gmail.com,Skinny Jeans,L,Bottomwear,Jeans,2500.0,37.0,SummerSale,UPI,Perfect for daily wear,Kept,925.0,1575.0,2024,5,Yes
2024-03-24,Sunday,16:58:00,CUST0478,Eshani Batta,24.0,Female,eshanibatta24478@gmail.com,Running Shoes,Free,Footwear,Shoes,2900.0,16.0,SummerSale,UPI,Colour faded after wash,Kept,464.0,2436.0,2024,3,Yes
2024-08-26,Monday,17:06:00,CUST0199,Gatik Tata,43.0,Male,gatiktata43199@gmail.com,Academy T-shirt,L,Casual tshirt,Tshirts,2000.0,0.0,NoDiscount,CASH,Colour faded after wash,Kept,0.0,2000.0,2024,8,No
2024-05-02,Thursday,10:17:00,CUST0419,Aaina Raj,29.0,Male,aainaraj29419@gmail.com,Rain Jacket,XXL,Outerwear,Jackets,2800.0,24.0,SummerSale,UPI,"Loved it, will buy again",Kept,672.0,2128.0,2024,5,Yes
2024-11-22,Friday,20:51:00,CUST0094,Riaan Sem,18.0,Male,riaansem1894@gmail.com,Tech Fleece T-shirt,M,Casual tshirt,Tshirts,2200.0,0.0,NoDiscount,CARD,Not as expected,Kept,0.0,2200.0,2024,11,No
2024-09-04,Wednesday,13:34:00,CUST0336,Sahil Handa,29.0,Female,sahilhanda29336@gmail.com,Sandals,XL,Footwear,Shoes,5500.0,0.0,NoDiscount,CARD,Colour faded after wash,Kept,0.0,5500.0,2024,9,No
2024-01-25,Thursday,20:26:00,CUST0488,Hansh Arya,57.0,Male,hansharya57488@gmail.com,Denim Jacket,L,Outerwear,Jackets,3900.0,35.0,NewYearSale,UPI,Superb fit and feel,Kept,1365.0,2535.0,2024,1,Yes
2024-09-22,Sunday,17:56:00,CUST0050,Samar Bansal,53.0,Male,samarbansal5350@gmail.com,Sports Shoes,XXL,Footwear,Shoes,6400.0,0.0,NoDiscount,UPI,"Loved it, will buy again",Return,0.0,6400.0,2024,9,No
